,start,stop,strand,gene_name,length,operon,cog
b3744,3927154,3928147,+,asnA,993,asnA,Amino acid transport and metabolism
b3745,3928151,3929603,-,viaA,1452,ravA-viaA,Function unknown
b3746,3929596,3931093,-,ravA,1497,ravA-viaA,Function unknown
b3747,3931315,3933184,+,kup,1869,kup,Inorganic ion transport and metabolism
b3748,3933350,3933770,+,rbsD,420,rbsDACBKR,Carbohydrate transport and metabolism
b3749,3933777,3935283,+,rbsA,1506,rbsDACBKR,Inorganic ion transport and metabolism
b3750,3935287,3936253,+,rbsC,966,rbsDACBKR,Carbohydrate transport and metabolism
b3751,3936277,3937168,+,rbsB,891,rbsDACBKR,Carbohydrate transport and metabolism
b3752,3937293,3938223,+,rbsK,930,rbsDACBKR,Carbohydrate transport and metabolism
b3753,3938226,3939219,+,rbsR,993,rbsDACBKR,Transcription
b3754,3939184,3940612,-,hsrA,1428,yieP-hsrA,Inorganic ion transport and metabolism
b3755,3940634,3941327,-,yieP,693,yieP-hsrA,Transcription
b4480,3947127,3947967,-,hdfR,840,hdfR,Transcription
b3764,3948085,3948424,+,yifE,339,maoP,Function unknown
b3765,3948448,3949969,-,yifB,1521,yifB,"Posttranslational modification, protein turnover, chaperones"
b3766,3950321,3950420,+,ilvL,99,ilvLXG_1G_2MEDA,No COG Annotation
b4669,3950506,3950557,+,ilvX,51,ilvLXG_1G_2MEDA,No COG Annotation
b4488_1,3950559,3951543,+,ilvG_1,984,ilvLXG_1G_2MEDA,No COG Annotation
b4488_2,3951541,3952204,+,ilvG_2,663,ilvLXG_1G_2MEDA,No COG Annotation
b3769,3952200,3952464,+,ilvM,264,ilvLXG_1G_2MEDA,Amino acid transport and metabolism
b3770,3952483,3953413,+,ilvE,930,ilvLXG_1G_2MEDA,Amino acid transport and metabolism
b3771,3953477,3955328,+,ilvD,1851,ilvLXG_1G_2MEDA,Amino acid transport and metabolism
b3772,3955330,3956875,+,ilvA,1545,ilvLXG_1G_2MEDA,Amino acid transport and metabolism
b3773,3956926,3957820,-,ilvY,894,ilvY,Transcription
b3774,3957969,3959445,+,ilvC,1476,ilvC,Amino acid transport and metabolism
b3775,3959531,3959813,-,ppiC,282,ppiC,"Posttranslational modification, protein turnover, chaperones"
b3777_2,3960011,3960254,-,yifN_2,243,yifNO,No COG Annotation
b3777_1,3960253,3960460,-,yifN_1,207,yifNO,No COG Annotation
b3778,3960676,3962698,+,rep,2022,rep,"Replication, recombination and repair"
b3779,3962744,3964229,-,gpp,1485,gpp,Nucleotide transport and metabolism
b3780,3964364,3965630,-,rhlB,1266,rhlB,"Replication, recombination and repair"
b3781,3965760,3966090,+,trxA,330,trxA,"Posttranslational modification, protein turnover, chaperones"
b3783,3966416,3967676,+,rho,1260,rhoL-rho,Transcription
b3784,3967915,3969019,+,wecA,1104,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,Cell wall/membrane/envelope biogenesis
b3785,3969030,3970077,+,wzzE,1047,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,Cell wall/membrane/envelope biogenesis
b3786,3970132,3971263,+,wecB,1131,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,Cell wall/membrane/envelope biogenesis
b3787,3971259,3972522,+,wecC,1263,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,Cell wall/membrane/envelope biogenesis
b3788,3972521,3973589,+,rffG,1068,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,Cell wall/membrane/envelope biogenesis
b3789,3973607,3974489,+,rffH,882,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,Cell wall/membrane/envelope biogenesis
b3790,3974466,3975141,+,wecD,675,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,Transcription
b3791,3975145,3976276,+,wecE,1131,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,Amino acid transport and metabolism
b3792,3976277,3977528,+,wzxE,1251,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,Cell wall/membrane/envelope biogenesis
b4481,3977524,3978604,+,wecF,1080,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,Cell wall/membrane/envelope biogenesis
b3793,3978600,3979953,+,wzyE,1353,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,Cell wall/membrane/envelope biogenesis
b3794,3979955,3980696,+,wecG,741,rfe-wzzE-wecBC-rffGHC-wecE-wzxE-rffT-wzyE-rffM,Cell wall/membrane/envelope biogenesis
b3795,3980886,3982272,+,yifK,1386,yifK,Amino acid transport and metabolism
b3800,3982957,3984193,+,aslB,1236,aslB,Function unknown
b3801,3984351,3986007,-,aslA,1656,aslA,Inorganic ion transport and metabolism
b3802,3986685,3987882,-,hemY,1197,hemCDXY,Coenzyme transport and metabolism
b3803,3987884,3989066,-,hemX,1182,hemCDXY,Coenzyme transport and metabolism
b3804,3989087,3989828,-,hemD,741,hemCDXY,Coenzyme transport and metabolism
b3805,3989824,3990766,-,hemC,942,hemCDXY,Coenzyme transport and metabolism
b3806,3991152,3993699,+,cyaA,2547,cyaA,Nucleotide transport and metabolism
b3807,3993738,3994059,-,cyaY,321,cyaY,Inorganic ion transport and metabolism
b4558,3994521,3994725,+,yifL,204,yifL-dapF-yigA-xerC-yigB,Cell wall/membrane/envelope biogenesis
b3809,3994761,3995586,+,dapF,825,yifL-dapF-yigA-xerC-yigB,Amino acid transport and metabolism
b3810,3995582,3996290,+,yigA,708,yifL-dapF-yigA-xerC-yigB,Function unknown
b3811,3996286,3997183,+,xerC,897,yifL-dapF-yigA-xerC-yigB,"Replication, recombination and repair"
b3812,3997182,3997899,+,yigB,717,yifL-dapF-yigA-xerC-yigB,Function unknown
b3813,3997982,4000145,+,uvrD,2163,uvrD,"Replication, recombination and repair"
b4482,4000291,4001056,-,yigE,765,yigE,Function unknown
b3816,4001425,4002376,+,corA,951,corA,Inorganic ion transport and metabolism
b3817,4002418,4002799,-,yigF,381,yigGF,Function unknown
b3818,4002812,4003193,-,yigG,381,yigGF,Function unknown
b3819,4003287,4004178,-,rarD,891,rarD,Function unknown
b3820,4004229,4004697,-,yigI,468,yigI,"Secondary metabolites biosynthesis, transport and catabolism"
b3821,4004861,4005731,+,pldA,870,pldA,Cell wall/membrane/envelope biogenesis
b3822,4005863,4007693,+,recQ,1830,recQ,"Replication, recombination and repair"
b3823,4007756,4008377,+,rhtC,621,rhtC,Amino acid transport and metabolism
b3824,4008438,4009059,-,rhtB,621,rhtB,Amino acid transport and metabolism
b3825,4009169,4010192,+,pldB,1023,pldB-yigL,Lipid transport and metabolism
b3826,4010199,4011000,+,yigL,801,pldB-yigL,Function unknown
b3827,4011075,4011975,+,yigM,900,bioP,Amino acid transport and metabolism
b3828,4011862,4012816,-,metR,954,metR,Transcription
b3829,4013052,4015314,+,metE,2262,metE,Amino acid transport and metabolism
b3830,4015353,4016169,-,ysgA,816,ysgA,"Secondary metabolites biosynthesis, transport and catabolism"
b3831,4016430,4017192,+,udp,762,udp,Nucleotide transport and metabolism
b3832,4017332,4018760,+,rmuC,1428,rmuC,Function unknown
b3833,4018854,4019610,+,ubiE,756,ubiEJB,Coenzyme transport and metabolism
b3834,4019623,4020229,+,ubiJ,606,ubiEJB,Function unknown
b3835,4020225,4021866,+,ubiB,1641,ubiEJB,Function unknown
b3836,4021944,4022214,+,tatA,270,tatABCD,"Intracellular trafficking, secretion, and vesicular transport"
b3838,4022217,4022733,+,tatB,516,tatABCD,"Intracellular trafficking, secretion, and vesicular transport"
b3839,4022735,4023512,+,tatC,777,tatABCD,"Intracellular trafficking, secretion, and vesicular transport"
b4483,4023553,4024336,+,tatD,783,tatABCD,"Replication, recombination and repair"
b3842,4024332,4024821,-,rfaH,489,rfaH,Transcription
b3843,4024987,4026481,+,ubiD,1494,ubiD,Coenzyme transport and metabolism
b3844,4026526,4027228,+,fre,702,fre,Energy production and conversion
b3845,4027608,4028772,-,fadA,1164,fadBA,Lipid transport and metabolism
b3846,4028781,4030971,-,fadB,2190,fadBA,Lipid transport and metabolism
b3847,4031160,4032492,+,pepQ,1332,pepQ-yigZ-trkH-hemG,Amino acid transport and metabolism
b3848,4032491,4033106,+,yigZ,615,pepQ-yigZ-trkH-hemG,Function unknown
b3849,4033144,4034596,+,trkH,1452,pepQ-yigZ-trkH-hemG,Inorganic ion transport and metabolism
b3850,4034607,4035153,+,hemG,546,pepQ-yigZ-trkH-hemG,Coenzyme transport and metabolism
b3856,4040905,4041433,-,mobB,528,mobAB,Coenzyme transport and metabolism
b3857,4041414,4041999,-,mobA,585,mobAB,Coenzyme transport and metabolism
b3858,4042068,4042338,+,yihD,270,yihD,Function unknown
b3859,4042414,4043401,+,srkA,987,srkA-dsbA,Function unknown
b3860,4043417,4044044,+,dsbA,627,srkA-dsbA,"Posttranslational modification, protein turnover, chaperones"
b3861,4044198,4045629,+,yihF,1431,yihF,Function unknown
b3862,4045669,4046602,-,yihG,933,yihG,Lipid transport and metabolism
b3863,4046965,4049752,+,polA,2787,polA,"Replication, recombination and repair"
b3865,4050132,4050765,-,yihA,633,yihA,Function unknown
b3866,4051346,4051856,+,yihI,510,yihI,Function unknown
b3867,4052044,4053418,+,hemN,1374,hemN,Coenzyme transport and metabolism
b4686,4053646,4053757,-,yshB,111,yshB,Function unknown
b3868,4053868,4055278,-,glnG,1410,glnALG,Signal transduction mechanisms
b3869,4055289,4056339,-,glnL,1050,glnALG,Signal transduction mechanisms
b3870,4056624,4058034,-,glnA,1410,glnALG,Amino acid transport and metabolism
b3871,4058406,4060230,+,typA,1824,bipA,Signal transduction mechanisms
b3872,4060446,4061157,+,yihL,711,yihLM,Transcription
b3873,4061164,4062145,+,yihM,981,yihLM,Function unknown
b3874,4062246,4063512,+,yihN,1266,yihN,Carbohydrate transport and metabolism
b3875,4063602,4064295,-,ompL,693,ompL,Cell wall/membrane/envelope biogenesis
b3876,4064362,4065766,-,yihO,1404,yihPO,Carbohydrate transport and metabolism
b3877,4065808,4067194,-,yihP,1386,yihPO,Carbohydrate transport and metabolism
b3878,4067239,4069276,-,yihQ,2037,yihQ,Carbohydrate transport and metabolism
b3879,4069474,4070401,-,yihR,927,yihR,Carbohydrate transport and metabolism
b3880,4070514,4071756,-,yihS,1242,yihUTS,Carbohydrate transport and metabolism
b3881,4071772,4072651,-,yihT,879,yihUTS,Carbohydrate transport and metabolism
b3882,4072674,4073571,-,yihU,897,yihUTS,Lipid transport and metabolism
b3883,4073738,4074635,+,yihV,897,yihVW,Carbohydrate transport and metabolism
b3884,4074668,4075454,+,yihW,786,yihVW,Transcription
b3885,4075552,4076152,+,yihX,600,yihXY-dtd-yiiD,Function unknown
b3886,4076145,4077018,+,yihY,873,yihXY-dtd-yiiD,Function unknown
b3887,4077014,4077452,+,dtd,438,yihXY-dtd-yiiD,"Translation, ribosomal structure and biogenesis"
b3888,4077448,4078438,+,yiiD,990,yihXY-dtd-yiiD,Function unknown
b3889,4079296,4079509,+,yiiE,213,yiiE,No COG Annotation
b3890,4079750,4079969,+,yiiF,219,yiiF,Function unknown
b3891,4080298,4081228,-,fdhE,930,fdoGHI-fdhE,"Posttranslational modification, protein turnover, chaperones"
b3892,4081224,4081860,-,fdoI,636,fdoGHI-fdhE,Energy production and conversion
b3893,4081856,4082759,-,fdoH,903,fdoGHI-fdhE,Energy production and conversion
b3894,4082771,4085822,-,fdoG,3051,fdoGHI-fdhE,Energy production and conversion
b3895,4086015,4086849,+,fdhD,834,fdhD,Energy production and conversion
b3896,4087001,4088057,+,yiiG,1056,yiiG,Function unknown
b3897,4088106,4089855,-,frvR,1749,frvABXR,Carbohydrate transport and metabolism
b3898,4089854,4090925,-,frvX,1071,frvABXR,Amino acid transport and metabolism
b3899,4090914,4092366,-,frvB,1452,frvABXR,Carbohydrate transport and metabolism
b3900,4092376,4092823,-,frvA,447,frvABXR,Carbohydrate transport and metabolism
b3901,4093123,4093438,-,rhaM,315,rhaM,Function unknown
b3902,4093447,4094272,-,rhaD,825,rhaBAD,Carbohydrate transport and metabolism
b3903,4094722,4095982,-,rhaA,1260,rhaBAD,Carbohydrate transport and metabolism
b3904,4095978,4097448,-,rhaB,1470,rhaBAD,Carbohydrate transport and metabolism
b3905,4097735,4098572,+,rhaS,837,rhaSR,Transcription
b3906,4098645,4099494,+,rhaR,849,rhaSR,Transcription
b3907,4099490,4100525,-,rhaT,1035,rhaT,Amino acid transport and metabolism
b3908,4100809,4101430,+,sodA,621,sodA,Inorganic ion transport and metabolism
b3909,4101689,4102673,+,kdgT,984,kdgT,Inorganic ion transport and metabolism
b3910,4102821,4103496,+,yiiM,675,yiiM,Function unknown
b3911,4103601,4104975,-,cpxA,1374,cpxRA,Signal transduction mechanisms
b3912,4104971,4105670,-,cpxR,699,cpxRA,Signal transduction mechanisms
b4484,4105819,4106320,+,cpxP,501,cpxPQ,Cell motility
b3915,4106468,4107371,+,fieF,903,fieF,Inorganic ion transport and metabolism
b3916,4107551,4108514,+,pfkA,963,pfkA,Carbohydrate transport and metabolism
b3917,4108833,4109823,+,sbp,990,sbp,Inorganic ion transport and metabolism
b3918,4109929,4110685,+,cdh,756,cdh,Lipid transport and metabolism
b3919,4110739,4111507,-,tpiA,768,tpiA,Carbohydrate transport and metabolism
b3920,4111614,4112214,-,yiiQ,600,yiiQ,Function unknown
b3921,4112314,4112755,+,yiiR,441,yiiR,Function unknown
b3922,4112966,4113266,+,yiiS,300,yiiS-uspD,Function unknown
b3923,4113292,4113721,+,uspD,429,yiiS-uspD,Signal transduction mechanisms
b3924,4113725,4114472,-,fpr,747,fpr,Energy production and conversion
b3925,4114568,4115579,-,glpX,1011,glpFKX,Carbohydrate transport and metabolism
b3926,4115713,4117222,-,glpK,1509,glpFKX,Energy production and conversion
b3927,4117244,4118090,-,glpF,846,glpFKX,Carbohydrate transport and metabolism
b3928,4118514,4118760,+,zapB,246,zapB,Function unknown
b3929,4118844,4119330,-,rraA,486,menA-rraA,Coenzyme transport and metabolism
b3930,4119422,4120349,-,menA,927,menA-rraA,Coenzyme transport and metabolism
b3931,4120415,4121747,-,hslU,1332,hslVU,"Posttranslational modification, protein turnover, chaperones"
b3932,4121756,4122287,-,hslV,531,hslVU,"Posttranslational modification, protein turnover, chaperones"
b3933,4122379,4123339,-,ftsN,960,ftsN,"Cell cycle control, cell division, chromosome partitioning"
b3934,4123430,4124456,-,cytR,1026,cytR,Transcription
b3935,4124611,4126810,-,priA,2199,priA,"Replication, recombination and repair"
b3936,4127012,4127225,+,rpmE,213,rpmE,"Translation, ribosomal structure and biogenesis"
b3937,4127285,4127894,-,yiiX,609,yiiX,Function unknown
b3938,4128077,4128395,-,metJ,318,metJ,Transcription
b3939,4128671,4129832,+,metB,1161,metBL,Amino acid transport and metabolism
b3940,4129834,4132267,+,metL,2433,metBL,Amino acid transport and metabolism
b3941,4132615,4133506,+,metF,891,metF,Amino acid transport and metabolism
b3942,4133834,4136015,+,katG,2181,katG,Inorganic ion transport and metabolism
b3943,4136107,4137013,+,yijE,906,yijE,Function unknown
b3944,4137039,4137657,-,yijF,618,yijF,Function unknown
b3945,4137931,4139035,-,gldA,1104,ptsA-fsaB-gldA,Energy production and conversion
b3946,4139045,4139708,-,fsaB,663,ptsA-fsaB-gldA,Carbohydrate transport and metabolism
b3947,4139719,4142221,-,frwA,2502,ptsA-fsaB-gldA,Carbohydrate transport and metabolism
b3949,4142529,4143609,+,frwC,1080,frwCB,Carbohydrate transport and metabolism
b3950,4143623,4143944,+,frwB,321,frwCB,Carbohydrate transport and metabolism
b3951,4143994,4146292,+,pflD,2298,pflDC,Energy production and conversion
b3952,4146257,4147136,+,pflC,879,pflDC,"Posttranslational modification, protein turnover, chaperones"
b3953,4147137,4147479,+,frwD,342,frwD,Carbohydrate transport and metabolism
b3954,4147465,4148317,-,yijO,852,yijO,Transcription
b3955,4148531,4150265,-,eptC,1734,eptC,Function unknown
b3956,4150446,4153098,-,ppc,2652,ppc,Energy production and conversion
b3957,4153695,4154847,-,argE,1152,argE,Amino acid transport and metabolism
b3958,4155000,4156005,+,argC,1005,argCBH,Amino acid transport and metabolism
b3959,4156012,4156789,+,argB,777,argCBH,Amino acid transport and metabolism
b3960,4156849,4158223,+,argH,1374,argCBH,Amino acid transport and metabolism
b3961,4158489,4159407,+,oxyR,918,oxyR,Transcription
b3962,4159389,4160790,-,sthA,1401,sthA,Energy production and conversion
b3963,4161123,4161771,+,fabR,648,fabR-yijD,Transcription
b3964,4161770,4162130,+,yijD,360,fabR-yijD,Function unknown
b3965,4162169,4163270,-,trmA,1101,trmA,"Translation, ribosomal structure and biogenesis"
b3966,4163638,4165483,+,btuB,1845,btuB-murI,Inorganic ion transport and metabolism
b3967,4165427,4166285,+,murI,858,btuB-murI,Cell wall/membrane/envelope biogenesis
b3972,4172056,4173085,+,murB,1029,murB-birA,Cell wall/membrane/envelope biogenesis
b3973,4173081,4174047,+,birA,966,murB-birA,Coenzyme transport and metabolism
b3974,4174075,4175026,-,coaA,951,coaA,Coenzyme transport and metabolism
b3980,4175943,4177128,+,tufB,1185,thrU-tyrU-glyT-thrT-tufB,"Translation, ribosomal structure and biogenesis"
b3981,4177357,4177741,+,secE,384,secE-nusG,"Intracellular trafficking, secretion, and vesicular transport"
b3982,4177742,4178288,+,nusG,546,secE-nusG,Transcription
b3983,4178446,4178875,+,rplK,429,rplKAJL-rpoBC,"Translation, ribosomal structure and biogenesis"
b3984,4178878,4179583,+,rplA,705,rplKAJL-rpoBC,"Translation, ribosomal structure and biogenesis"
b3985,4179995,4180493,+,rplJ,498,rplKAJL-rpoBC,"Translation, ribosomal structure and biogenesis"
b3986,4180559,4180925,+,rplL,366,rplKAJL-rpoBC,"Translation, ribosomal structure and biogenesis"
b3987,4181244,4185273,+,rpoB,4029,rplKAJL-rpoBC,Transcription
b3988,4185349,4189573,+,rpoC,4224,rplKAJL-rpoBC,Transcription
b3989,4189785,4190325,+,yjaZ,540,yjaZ,Function unknown
b3990,4190734,4191868,-,thiH,1134,thiCEFSGH,Coenzyme transport and metabolism
b3991,4191864,4192635,-,thiG,771,thiCEFSGH,Coenzyme transport and metabolism
b4407,4192636,4192837,-,thiS,201,thiCEFSGH,Coenzyme transport and metabolism
b3992,4192820,4193576,-,thiF,756,thiCEFSGH,Coenzyme transport and metabolism
b3993,4193568,4194204,-,thiE,636,thiCEFSGH,Coenzyme transport and metabolism
b3994,4194203,4196099,-,thiC,1896,thiCEFSGH,Coenzyme transport and metabolism
b3995,4196331,4196808,-,rsd,477,rsd,Transcription
b3996,4196902,4197676,+,nudC,774,nudC-hemE-nfi,"Replication, recombination and repair"
b3997,4197715,4198780,+,hemE,1065,nudC-hemE-nfi,Coenzyme transport and metabolism
b3998,4198789,4199461,+,nfi,672,nudC-hemE-nfi,"Replication, recombination and repair"
b3999,4199503,4200094,+,yjaG,591,yjaG,Function unknown
b4000,4200280,4200553,+,hupA,273,hupA,"Replication, recombination and repair"
b4001,4200565,4201261,+,yjaH,696,yjaH,Function unknown
b4002,4201262,4201688,-,zraP,426,zraP,Cell motility
b4003,4201925,4203323,+,zraS,1398,zraSR,Signal transduction mechanisms
b4004,4203319,4204645,+,zraR,1326,zraSR,Signal transduction mechanisms
b4005,4204641,4205931,-,purD,1290,purHD,Nucleotide transport and metabolism
b4006,4205942,4207532,-,purH,1590,purHD,Nucleotide transport and metabolism
b4011,4213233,4213617,+,yjaA,384,yjaA,Function unknown
b4012,4213679,4214123,-,yjaB,444,yjaB,Transcription
b4013,4214279,4215209,+,metA,930,metA,Amino acid transport and metabolism
b4014,4215477,4217079,+,aceB,1602,aceBAK,Energy production and conversion
b4015,4217108,4218413,+,aceA,1305,aceBAK,Energy production and conversion
b4016,4218595,4220332,+,aceK,1737,aceBAK,Signal transduction mechanisms
b4017,4220300,4222487,-,arpA,2187,arpA,Function unknown
b4018,4222803,4223628,-,iclR,825,iclR,Transcription
b4019,4223827,4227511,+,metH,3684,metH,Amino acid transport and metabolism
b4020,4227730,4229362,+,yjbB,1632,yjbB,Inorganic ion transport and metabolism
b4021,4229452,4230142,-,pepE,690,pepE,Amino acid transport and metabolism
b4022,4230353,4231226,+,rluF,873,rluF,"Translation, ribosomal structure and biogenesis"
b4023,4231358,4231631,-,yjbD,273,yjbD,Function unknown
b4024,4231883,4233233,-,lysC,1350,lysC,Amino acid transport and metabolism
b4025,4233757,4235407,+,pgi,1650,pgi,Carbohydrate transport and metabolism
b4026,4235905,4236148,+,yjbE,243,yjbEFGH,No COG Annotation
b4027,4236261,4236900,+,yjbF,639,yjbEFGH,Function unknown
b4028,4236896,4237634,+,yjbG,738,yjbEFGH,Function unknown
b4029,4237633,4239730,+,yjbH,2097,yjbEFGH,Function unknown
b4620,4239776,4240055,-,yjbT,279,yjbT,No COG Annotation
b4030,4240324,4240735,+,psiE,411,psiE,Function unknown
b4031,4240778,4242254,-,xylE,1476,xylE,Carbohydrate transport and metabolism
b4032,4242625,4243516,-,malG,891,malEFG,Inorganic ion transport and metabolism
b4033,4243530,4245075,-,malF,1545,malEFG,Inorganic ion transport and metabolism
b4034,4245228,4246419,-,malE,1191,malEFG,Carbohydrate transport and metabolism
b4035,4246783,4247899,+,malK,1116,malK-lamB-malM,Carbohydrate transport and metabolism
b4036,4247970,4249311,+,lamB,1341,malK-lamB-malM,Carbohydrate transport and metabolism
b4037,4249553,4250474,+,malM,921,malK-lamB-malM,Carbohydrate transport and metabolism
b4038_1,4250702,4250885,+,yjbI_1,183,yjbI,No COG Annotation
b4038_2,4250884,4250959,+,yjbI_2,75,yjbI,No COG Annotation
b4038_3,4250960,4252283,+,yjbI_3,1323,yjbI,No COG Annotation
